Occupation	Occupation1	Gender	nIndividuals	AvgTaxableIncome	MedianTaxableIncome
4412 Fire and Emergency Workers	441211 Emergency service worker	Female	861	68537	67751
4412 Fire and Emergency Workers	441211 Emergency service worker	Male	1422	94980	92785
4412 Fire and Emergency Workers	441211 Emergency service worker	Total	2283	85008	82285
4412 Fire and Emergency Workers	441212 Fire brigade officer; Fire fighter; Fire risk assessor; Officer - fire brigade; Army - fire engineer (army); Fire engineer (army)	Female	792	65435	69537
4412 Fire and Emergency Workers	441212 Fire brigade officer; Fire fighter; Fire risk assessor; Officer - fire brigade; Army - fire engineer (army); Fire engineer (army)	Male	14117	87379	86351
4412 Fire and Emergency Workers	441212 Fire brigade officer; Fire fighter; Fire risk assessor; Officer - fire brigade; Army - fire engineer (army); Fire engineer (army)	Total	14909	86213	85593
4413 Police	441311 Plain clothes police officer; Detective - police; Police detective	Female	983	91598	92278
4413 Police	441311 Plain clothes police officer; Detective - police; Police detective	Male	3731	105576	103509
4413 Police	441311 Plain clothes police officer; Detective - police; Police detective	Total	4714	102661	101326
4413 Police	441312 Investigator - police; Officer - police; Police officer	Female	14737	79124	78809
4413 Police	441312 Investigator - police; Officer - police; Police officer	Male	40115	92940	91168
4413 Police	441312 Investigator - police; Officer - police; Police officer	Total	54852	89228	87893
4420 Prison and Security Officers - type not specified	442000 Guard - type not specified	Female	1		
4420 Prison and Security Officers - type not specified	442000 Guard - type not specified	Male	3	40607	23703
4420 Prison and Security Officers - type not specified	442000 Guard - type not specified	Total	4		
4421 Prison Officers	442111 Guard - prison; Prison officer or warder; Correctional officer; Custodial officer	Female	4314	71337	71908
4421 Prison Officers	442111 Guard - prison; Prison officer or warder; Correctional officer; Custodial officer	Male	11806	81658	80889
4421 Prison Officers	442111 Guard - prison; Prison officer or warder; Correctional officer; Custodial officer	Total	16120	78896	78550
4422 Security Officers and Guards	442211 Security, alarm or surveillance monitor; Security worker - security, alarm or surveillance monitor	Female	439	52374	53866
4422 Security Officers and Guards	442211 Security, alarm or surveillance monitor; Security worker - security, alarm or surveillance monitor	Male	2572	53573	54181
4422 Security Officers and Guards	442211 Security, alarm or surveillance monitor; Security worker - security, alarm or surveillance monitor	Total	3011	53398	54054
4422 Security Officers and Guards	442212 Armoured car escort; Guard - payroll; Payroll guard; Security worker - armoured car escort; Security worker - payroll	Female	127	49999	53053
4422 Security Officers and Guards	442212 Armoured car escort; Guard - payroll; Payroll guard; Security worker - armoured car escort; Security worker - payroll	Male	1000	57591	58949
4422 Security Officers and Guards	442212 Armoured car escort; Guard - payroll; Payroll guard; Security worker - armoured car escort; Security worker - payroll	Total	1127	56735	58438
4422 Security Officers and Guards	442213 Bouncer; Crowd controller; Security worker - bouncer; Security worker - crowd controller	Female	383	34631	31115
4422 Security Officers and Guards	442213 Bouncer; Crowd controller; Security worker - bouncer; Security worker - crowd controller	Male	3430	36214	32342
4422 Security Officers and Guards	442213 Bouncer; Crowd controller; Security worker - bouncer; Security worker - crowd controller	Total	3813	36055	32202
4422 Security Officers and Guards	442214 Detective - private; Investigator - private; Private detective; Private investigator	Female	179	57359	50284
4422 Security Officers and Guards	442214 Detective - private; Investigator - private; Private detective; Private investigator	Male	514	67873	60591
4422 Security Officers and Guards	442214 Detective - private; Investigator - private; Private detective; Private investigator	Total	693	65157	57858
4422 Security Officers and Guards	442215 Retail loss prevention officer; Security worker - retail loss prevention	Female	170	43901	42307
4422 Security Officers and Guards	442215 Retail loss prevention officer; Security worker - retail loss prevention	Male	396	48691	44958
4422 Security Officers and Guards	442215 Retail loss prevention officer; Security worker - retail loss prevention	Total	566	47252	44502
4422 Security Officers and Guards	442216 Security consultant; Security worker - security consultant	Female	492	64690	56632
4422 Security Officers and Guards	442216 Security consultant; Security worker - security consultant	Male	3342	77394	66176
4422 Security Officers and Guards	442216 Security consultant; Security worker - security consultant	Total	3834	75764	64936
4422 Security Officers and Guards	442217 Guard - security; Night watchperson; Railway worker - patrol officer; Security guard; Security worker - night watchperson; Security worker - railways patrol officer; Security officer; Security worker - security guard; Security worker - security officer	Female	4988	49173	49169
4422 Security Officers and Guards	442217 Guard - security; Night watchperson; Railway worker - patrol officer; Security guard; Security worker - night watchperson; Security worker - railways patrol officer; Security officer; Security worker - security guard; Security worker - security officer	Male	32687	51519	51500
4422 Security Officers and Guards	442217 Guard - security; Night watchperson; Railway worker - patrol officer; Security guard; Security worker - night watchperson; Security worker - railways patrol officer; Security officer; Security worker - security guard; Security worker - security officer	Total	37675	51209	51181
4422 Security Officers and Guards	442299 Casino worker - surveillance officer; Security worker - other security officer or guard	Female	530	48739	48936
4422 Security Officers and Guards	442299 Casino worker - surveillance officer; Security worker - other security officer or guard	Male	2617	51639	51946
4422 Security Officers and Guards	442299 Casino worker - surveillance officer; Security worker - other security officer or guard	Total	3147	51151	51288
4500 Sports and Personal Service Workers - type not specified	450000 Guide - type not specified	Female	20	11418	8274
4500 Sports and Personal Service Workers - type not specified	450000 Guide - type not specified	Male	9	14217	12756
4500 Sports and Personal Service Workers - type not specified	450000 Guide - type not specified	Total	29	12286	9794
4511 Beauty Therapists	451111 Beautician; Beauty therapist; Manicurist; Therapist - beauty	Female	18277	30915	28490
4511 Beauty Therapists	451111 Beautician; Beauty therapist; Manicurist; Therapist - beauty	Male	321	28372	22868
4511 Beauty Therapists	451111 Beautician; Beauty therapist; Manicurist; Therapist - beauty	Total	18598	30871	28372
4512 Driving Instructors	451211 Driving instructor; Instructor - driving	Female	228	42473	38828
4512 Driving Instructors	451211 Driving instructor; Instructor - driving	Male	1023	52923	51677
4512 Driving Instructors	451211 Driving instructor; Instructor - driving	Total	1251	51019	49596
4513 Funeral Workers	451311 Funeral director; Undertaker	Female	793	59484	54732
4513 Funeral Workers	451311 Funeral director; Undertaker	Male	1178	75057	60665
4513 Funeral Workers	451311 Funeral director; Undertaker	Total	1971	68792	58119
4513 Funeral Workers	451399 Attendant - funeral; Funeral attendant	Female	570	44510	41353
4513 Funeral Workers	451399 Attendant - funeral; Funeral attendant	Male	755	45867	42787
4513 Funeral Workers	451399 Attendant - funeral; Funeral attendant	Total	1325	45283	42183
4514 Gallery, Museum and Tour Guides	451411 Attendant - gallery; Attendant - museum; Gallery or museum guide; Guide - gallery or museum; Museum or gallery guide	Female	661	38148	33464
4514 Gallery, Museum and Tour Guides	451411 Attendant - gallery; Attendant - museum; Gallery or museum guide; Guide - gallery or museum; Museum or gallery guide	Male	313	39180	37453
4514 Gallery, Museum and Tour Guides	451411 Attendant - gallery; Attendant - museum; Gallery or museum guide; Guide - gallery or museum; Museum or gallery guide	Total	974	38479	34817
4514 Gallery, Museum and Tour Guides	451412 Guide - tourist; Tourist guide	Female	1706	32045	28660
4514 Gallery, Museum and Tour Guides	451412 Guide - tourist; Tourist guide	Male	2010	39139	33391
4514 Gallery, Museum and Tour Guides	451412 Guide - tourist; Tourist guide	Total	3716	35882	31245
4515 Personal Care Consultants	451511 Masseur or masseuse - other; Aromatherapist; Holistic pulser; Iridologist; Kinesiologist; Natural remedy consultant; Reflexologist	Female	432	26464	20454
4515 Personal Care Consultants	451511 Masseur or masseuse - other; Aromatherapist; Holistic pulser; Iridologist; Kinesiologist; Natural remedy consultant; Reflexologist	Male	156	30425	22578
4515 Personal Care Consultants	451511 Masseur or masseuse - other; Aromatherapist; Holistic pulser; Iridologist; Kinesiologist; Natural remedy consultant; Reflexologist	Total	588	27515	20925
4515 Personal Care Consultants	451512 Weight loss consultant	Female	342	31052	26582
4515 Personal Care Consultants	451512 Weight loss consultant	Male	21	43202	35485
4515 Personal Care Consultants	451512 Weight loss consultant	Total	363	31755	26868
4515 Personal Care Consultants	451513 Herbalist - Western	Female	26	30633	30784
4515 Personal Care Consultants	451513 Herbalist - Western	Male	4	35749	37384
4515 Personal Care Consultants	451513 Herbalist - Western	Total	30	31315	30784
4516 Tourism and Travel Advisers	451611 Tourist adviser or officer	Female	1369	44275	40507
4516 Tourism and Travel Advisers	451611 Tourist adviser or officer	Male	464	51836	46573
4516 Tourism and Travel Advisers	451611 Tourist adviser or officer	Total	1833	46189	41501
4516 Tourism and Travel Advisers	451612 Travel agent or consultant; Agent - travel	Female	16127	46968	43572
4516 Tourism and Travel Advisers	451612 Travel agent or consultant; Agent - travel	Male	3572	55755	49199
4516 Tourism and Travel Advisers	451612 Travel agent or consultant; Agent - travel	Total	19699	48561	44502
4517 Travel Attendants	451711 Airline steward; Attendant - flight; Flight attendant or steward; Steward - airline; Air force - crew attendant (air force); Cabin crew; Crew attendant (air force)	Female	8189	51054	47640
4517 Travel Attendants	451711 Airline steward; Attendant - flight; Flight attendant or steward; Steward - airline; Air force - crew attendant (air force); Cabin crew; Crew attendant (air force)	Male	3093	66090	63376
